Ticker,Description,Total Shares Outstanding,Shares Float,Relative Volume,Price,Volume,Market Capitalization,Change %,Post-market Volume,Pre-market Volume,Pre-market Gap %,Pre-market Change %,Pre-market Close,Technical Rating
HHS,"Harte-Hanks, Inc.",7490110,5242327.989,0.80447077,5.93,70227,44416334.703259,1.71526587,503,100,-3.08747856,-3.08747856,5.65,Sell
SYPR,"Sypris Solutions, Inc.",22196100,11759316.2112,1.75290649,2,35794,44392200.00000001,-0.49751244,212,,,,,Sell
NRXP,"NRX Pharmaceuticals, Inc.",71557600,43536001.628,0.47883993,0.62,54426,44365699,0,1499,,,,,Neutral
CGA,"China Green Agriculture, Inc.",13380900,8994935.3598,1.23928299,3.31,35038,44290824.27355623,0.60790274,,,,,,Sell
GSMG,Glory Star New Media Group Holdings Limited,68124400,24220404.1808,26.34622787,0.65,11416632,44280860.2335679,-2.68004192,103632,6624315,0.67375356,17.11334032,0.7822,Neutral
MGTA,"Magenta Therapeutics, Inc.",60648800,44780284.0752,0.65807728,0.7297,908881,44255442.48742095,2.55797611,820,5000,-4.39915671,-5.8186929,0.6701,Sell
CFSB,"CFSB Bancorp, Inc.",6632642,2726486.779582,0.03076618,6.7444,186,43984562.71004292,-3.51359084,,,,,,Sell
DRCT,"Direct Digital Holdings, Inc.",3252764,3212855.838484,1.90328354,3.08,44876,43675017.05841925,5.8419244,,,,,,Buy
FKWL,Franklin Wireless Corp.,11784300,8607229.1514,2.82997999,3.705,10746,43660757.4,1.50684932,154,,,,,Sell
PXS,Pyxis Tankers Inc.,10745700,4881416.9019,2.68201807,4.06,366538,43627356.77419354,-6.4516129,1199,788,-0.92165899,-3.22580645,4.2,Strong Sell
MEGL,Magic Empire Global Limited,20256099,7490199.007725,0.05686149,2.15,775035,43550586.95652174,-6.52173913,42144,106134,3.04347826,-1.30434783,2.27,Buy
GRIL,"Muscle Maker, Inc",29318500,21755529.0585,1.84363881,1.48,229906,43391410.83333335,2.77777778,8941,1900,-1.38888889,-1.38888889,1.42,Strong Buy
DMAC,DiaMedica Therapeutics Inc.,26460700,17361632.6303,0.49652532,1.63,12475,43130921.09883721,-5.23255814,292,,,,,Sell
BCEL,"Atreca, Inc.",39156541,28764679.9014,0.41122372,1.1,40757,43072240.0952381,4.76190476,5361,1435,4.76190476,3.80952381,1.09,Buy
VGAS,"Verde Clean Fuels, Inc.",20927250,9870337.4625,1.90255709,4.6,18080,43049650.52208835,-7.63052209,100,865,-3.61445783,-3.61445783,4.8,Strong Sell
LEJU,Leju Holdings Limited,13717260.1,13716560.519735,0.04555294,2.92,71964,42935026,-6.70926518,410,2499,0.63897764,-2.55591054,3.05,Buy
BCOW,"1895 Bancorp of Wisconsin, Inc.",6191870,5376233.54051,0.30012612,6.89,5164,42661964.29041488,-1.43061516,100,,,,,Sell
MMV,MultiMetaVerse Holdings Limited,33048900.00000001,8510884.9236,0.09742435,1.29,26776,42633103.30827068,-3.0075188,,449,0,0,1.33,Neutral
ICD,"Independence Contract Drilling, Inc.",13641200,12502623.6008,1.29275529,3.12,115555,42560629.64705883,1.96078431,577,6600,3.59477124,6.58823529,3.2616,Buy
DSWL,"Deswell Industries, Inc.",15935200,4591058.6016,0.25794261,2.67,1174,42547087.51086957,-3.26086957,,100,3.26086957,3.26086957,2.85,Sell
GROW,"U.S. Global Investors, Inc.",14952749,12252977.2736,0.357068,2.84,6303,42465717.87813621,1.7921147,215,,,,,Buy
GNPX,"Genprex, Inc.",51979100,49617845.4243,0.41906971,0.8153,102593,42378539.30006246,1.84884447,3022,1400,-1.06183635,1.84884447,0.8153,Sell
CHCI,"Comstock Holding Companies, Inc.",9612190,2954651.48334,0.21798276,4.39,11369,42197492.09930716,1.38568129,,,,,,Sell
CSSE,"Chicken Soup for the Soul Entertainment, Inc.",28060405,11628138.8678,0.76849889,1.5,266467,42090665.50632912,-5.06329114,2886,3271,0,-3.16455696,1.53,Sell
BBIG,"Vinco Ventures, Inc.",248988000,247777420.344,0.7789456,0.1689,4421828,42054014.23060345,-8.99784483,171547,90672,-1.67025862,2.04741379,0.1894,Sell
BOTJ,"Bank of the James Financial Group, Inc.",4575040,3898560.86048,0.38709535,9.15,5247,41861598.90659341,0.54945055,,,,,,Sell
NYMX,Nymox Pharmaceutical Corporation,90515100,45272122.9311,0.15076291,0.46227,9368,41842436.97538775,-5.65918367,,193,2.02040816,2.02040816,0.4999,Buy
FSEA,"First Seacoast Bancorp, Inc.",5075350,4970990.6533,0.1686162,8.24,1146,41820842.39408868,1.47783251,,,,,,Sell
EBON,Ebang International Holdings Inc.,6543942,4985788.1385,0.74598345,6.38,15225,41750328.80256821,2.40770465,271,124,4.97592295,4.97592295,6.54,Buy
JG,Aurora Mobile Limited,94098897.4889749,80633909.85168791,0.57255743,0.354,28041,41740203,1.43266476,995,2100,1.14613181,1.28939828,0.3535,Sell
NM,Navios Maritime Holdings Inc.,22826500,19121165.561,1.13144987,1.82,65279,41544135.62962964,-3.7037037,500,,,,,Sell
CYXT,"Cyxtera Technologies, Inc.",180317000,75280904.964,0.70109894,0.2299,1075770,41454992.14471154,10.52884615,47579,643,1.44230769,2.16346154,0.2125,Sell
USAU,U.S. Gold Corp.,9294130,8277872.64928,0.61903165,4.45,85283,41358878,0,633,1413,0.6741573,-4.04494382,4.27,Buy
NXPL,NextPlat Corp,14441000,128062.788,0.58535523,2.85,39250,41156921.84522937,4.42620548,,,,,,Strong Buy
XPON,Expion360 Inc.,6802464,3258298.626432,1.53762628,6.05,79159,41154855.87188611,7.65124555,104,265,1.2455516,6.76156584,6,Strong Buy
CODX,"Co-Diagnostics, Inc.",30922600,30591511.7218,1.1578148,1.33,86445,41127067.63768117,-3.62318841,1814,,,,,Sell
VIRX,"Viracta Therapeutics, Inc.",38410900,26490346.0613,1.97368925,1.07,221668,41099699.06741573,20.2247191,839,,,,,Sell
FUSB,"First US Bancshares, Inc.",5869390,5399909.23268,12.20548145,7,50145,41085736.9458128,-1.47783251,,,,,,Strong Sell
RFIL,"RF Industries, Ltd.",10291100,8240361.6297,1.04161561,3.98,7226,40958447,0,131,,,,,Sell
CKPT,"Checkpoint Therapeutics, Inc.",14646600,11344638.6244,0.55102989,2.78,106740,40717603,0,1296,550,2.51798561,2.51798561,2.85,Sell
NLSP,NLS Pharmaceutics Ltd.,32428900,22422930.4761,1.06627131,1.25,74940,40536118.47014925,-6.71641791,400,216,5.2238806,5.2238806,1.41,Strong Sell
HTOO,Fusion Fuel Green PLC,13419000,8985777.456,0.50455284,3.02,22325,40525355.32679738,-1.30718954,286,,,,,Buy
CISO,Cerberus Cyber Sentinel Corporation,154176000,59629572.288,0.39638063,0.2626,681297,40486744.30763117,4.37201908,37050,6078,2.22575517,0.75516693,0.2535,Buy
DAIO,Data I/O Corporation,8818080,7694903.51424,0.73854982,4.59,9164,40474969.96153847,3.84615385,129,,,,,Strong Buy
KRKR,36Kr Holdings Inc.,35832567.8,,0.30527562,1.0279,7243,40469393,0.7745098,,,,,,Buy
XPL,Solitario Zinc Corp.,64801400,58824118.864,0.4634137,0.6243,32795,40455494.78214813,3.01062282,876,,,,,Sell
XELA,"Exela Technologies, Inc.",1274200000,1263407526,0.52629261,0.0317,40469983,40392265.41744549,-1.24610592,2674419,4425120,1.24610592,0.62305296,0.0323,Sell
MIGI,Mawson Infrastructure Group Inc.,14371400,11874843.5062,0.93893211,2.8,46570,40239844.65454545,1.81818182,523,,,,,Sell
DMS,"Digital Media Solutions, Inc.",40037100,17746644.7605,0.856963,0.61,18514,40099286.71186441,3.38983051,168,,,,,Sell
CPSH,CPS Technologies Corp.,14460500,11271019.8175,0.70949579,2.77,20187,40055547.13669066,-0.35971223,195,,,,,Buy
BCDA,"BioCardia, Inc.",20183000,13784645.889,1.43893678,1.98,22152,39962367.17647059,-2.94117647,330,,,,,Strong Sell
CTM,"Castellum, Inc.",41539300,25874788.4307,0.23180769,0.96,12406,39877770,0,,,,,,Sell
ADN,"Advent Technologies Holdings, Inc.",52261600,36401615.46320001,2.71131707,0.7582,773529,39624780.87041179,-0.24996711,8293,99433,-3.01276148,13.80081568,0.865,Sell
WEJO,Wejo Group Limited,109772000,53203414.784,1.1369758,0.36,157997,39517744.22976502,-6.00522193,3497,1831,1.77545692,1.77545692,0.3898,Sell
GSIT,"GSI Technology, Inc.",24685100,17045135.6053,0.78382747,1.6,57367,39496093.09090909,-3.03030303,294,,,,,Strong Sell
CXDO,"Crexendo, Inc.",25645800,9893764.953,2.17443019,1.54,130710,39494503.37179487,-1.28205128,3993,,,,,Buy
IZEA,"IZEA Worldwide, Inc.",62472000,59206838.448,0.60744276,0.63,70225,39357357.95121952,2.43902439,1143,1442,-1.62601626,-0.01626016,0.6149,Buy
QLI,Qilian International Holding Group Ltd.,35750000,35750000,2.93326828,1.1001,5411,39328576,0,,,,,,Sell
ACHL,Achilles Therapeutics plc,40932727,39457593.384374,1.05082034,1,249807,39299511,4.1558171,,400,-2.98927195,-0.01041558,0.96,Buy
CCEL,"Cryo-Cell International, Inc.",8303600,4191648.9764,0.08481031,4.73,1069,39276042.62886599,-2.4742268,,,,,,Neutral
SI,Silvergate Capital Corporation,31658600,27498691.6186,0.26875671,1.24,766256,39256667.93650794,-1.58730159,28806,27402,-0.79365079,2.38095238,1.29,Sell
HOFV,Hall of Fame Resort & Entertainment Company,5646900,3652527.858,1.25913153,6.94,35196,39189469.1216023,-0.71530758,176,,,,,Sell
AGAE,Allied Gaming & Entertainment Inc.,39085500,17418335.8185,0.7132847,0.998,19341,39007297.76328248,4.99736981,249,,,,,Sell
NVNO,enVVeno Medical Corporation,9471930,9420715.27449,2.78459135,4.11,85551,38929638.8489011,12.91208791,147,,,,,Neutral
TXMD,"TherapeuticsMD, Inc.",10135300,9263826.3648,0.69374801,3.84,27892,38919643.05154639,-1.03092784,1070,202,-5.15463918,-4.89690722,3.69,Neutral
GDTC,CytoMed Therapeutics Limited,10939819,3562628.636083,2.98673104,3.55,594467,38836356.00907029,-19.50113379,6754,14417,-5.44217687,-10.20408163,3.96,Strong Sell
SEED,Origin Agritech Limited,6296060,4763328.26542,0.24079484,6.16,3536,38783707.05617978,-1.12359551,,,,,,Strong Sell
FTEK,"Fuel Tech, Inc.",30296300,23246835.7308,0.28084084,1.28,87833,38779259,0,4169,,,,,Sell
TUP,Tupperware Brands Corporation,44478000,36049063.176,3.09342235,0.871,6793583,38740363.35822784,10.25316456,69519,122642,0.7721519,1.26582278,0.8,Sell
MNDO,MIND C.T.I. Ltd.,20124300,16807674.4899,0.94901428,1.92,24873,38638708.45360825,-1.03092784,100,,,,,Sell
SONM,"Sonim Technologies, Inc.",40995400,19383240.051,0.67509778,0.9414,168488,38593097.9032258,1.22580645,2310,650,2.15053763,0.00010753,0.930001,Neutral
AZYO,"Aziyo Biologics, Inc.",16190206,6017273.8288,0.26833749,2.37,19527,38370768.80263159,3.94736842,3223,100,4.38596491,4.38596491,2.38,Buy
FAZE,FaZe Holdings Inc.,75119000,50557641.046,1.19101039,0.51,180326,38310703.91585087,6.22786919,331,12312,0,-1.52051656,0.4728,Buy
UTRS,"Minerva Surgical, Inc.",176800219,14106889.47401,0.57952321,0.2159,53106,38171166.12409092,-1.86363636,13885,200,-2.27272727,0,0.22,Sell
ESOA,Energy Services of America Corporation,16667200,9747011.8944,0.54762444,2.29,26123,38167853.08520179,2.69058296,1655,,,,,Buy
KIRK,"Kirkland's, Inc.",12754400,11206895.8936,0.74667476,2.99,49917,38135560.44329897,2.74914089,605,,,,,Buy
AWH,Aspira Women's Health Inc.,125311000,68547247.287,2.79680841,0.3042,615973,38119566.78141362,-0.45811518,1590,500,14.52879581,4.71204188,0.32,Sell
NLTX,"Neoleukin Therapeutics, Inc.",42828300,36241136.14680001,1.09200057,0.8899,182287,38112944.62,1.125,877,,,,,Buy
EMKR,EMCORE Corporation,38069600,33762595.804,3.26735981,1,714832,38069546,0,5663,250,2,3,1.03,Sell
CLIR,ClearSign Technologies Corporation,38545600,30551974.9264,0.64819402,0.9872,22897,38052170.83137255,-3.21568627,487,,,,,Neutral
WTT,"Wireless Telecom Group, Inc.",21371000,19896807.049,0.33501983,1.78,2695,38040461.54189944,-0.55865922,291,500,0.55865922,0.55865922,1.8,Sell
MIMO,Airspan Networks Holdings Inc.,74583000,22788984.816,1.67822265,0.51,36500,38037325.82384662,1.85739964,418,,,,,Neutral
AQB,"AquaBounty Technologies, Inc.",71110700,61883660.0108,0.49960217,0.5342,102474,37987340.30892194,-0.7063197,3172,100,0.14869888,0.14869888,0.5388,Sell
ICCC,ImmuCell Corporation,7746860,5526826.83608,0.38702864,4.9,1869,37959633.4875452,-1.00810117,,,,,,Sell
AUMN,Golden Minerals Company,172773000,132442253.064,0.91299031,0.2195,397329,37923668.42772995,-0.54372451,7080,2132,0.27186226,3.76076121,0.229,Strong Sell
ELDN,"Eledon Pharmaceuticals, Inc.",13776800,13750376.0976,0.41238441,2.75,252436,37886166.12318841,-0.36231884,2409,1100,3.98188406,0,2.76,Buy
NLS,"Nautilus, Inc.",31832500,27686062.215,1.32650732,1.19,283063,37880633.69421488,-1.65289256,9556,100,-0.82644628,-0.82644628,1.2,Strong Sell
ACXP,"Acurx Pharmaceuticals, Inc.",11635800,9180390.2124,0.18273532,3.25,6470,37816331.94444444,6.20915033,148,,,,,Buy
BYSI,"BeyondSpring, Inc.",38924100,22502839.6161,0.41068116,0.97,22362,37756366.1122449,-1.02040816,5868,,,,,Sell
TRIB,Trinity Biotech plc,38107575,34244267.154075,0.06383505,1,2579,37726425,1.01010101,100,,,,,Neutral
AWIN,AERWINS Technologies Inc.,68114675,47849878.04075,0.63895355,0.67,87456,37613702.78805121,-4.69416785,1900,2134,0,-0.42674253,0.7,Sell
VMAR,Vision Marine Technologies Inc.,9926550,2502245.0178,1.18272095,3.78,8337,37522354.9787234,0.53191489,,,,,,Sell
PLAG,Planet Green Holdings Corp.,72081900,36139918.44870001,0.63232348,0.52,8618,37482604.27480917,-0.76335878,100,,,,,Buy
EVAX,Evaxion Biotech A/S,25278846,,1.52608868,1.5,54536,37412693,1.35135135,550,100,-6.08108108,-6.08108108,1.39,Buy
UAMY,United States Antimony Corporation,106373000,79650825.92400001,0.99031694,0.351,121030,37337042.07079645,3.53982301,1472,200,-1.179941,1.7699115,0.345,Sell
DOGZ,Dogness (International) Corporation,39274300,30205300,0.2289384,0.9502,125856,37318401.64543478,3.2826087,,1596,-1.08695652,-3.25,0.8901,Strong Buy
IRIX,IRIDEX Corporation,16007200,11937977.6736,0.13773275,2.33,3018,37296682.59471366,2.64317181,205,,,,,Buy
MNTS,Momentus Inc.,94056100,62105242.83,1.38854438,0.3947,459030,37123951.55075,-1.325,10325,51173,2.325,0.025,0.4001,Sell
RWLK,ReWalk Robotics Ltd.,59480100,48532073.8338,0.80971503,0.6239,81663,37109655.80595566,0.97103091,2434,,,,,Sell
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",4171300,4151611.464,1.06985318,8.87,72373,36999405.6071076,-12.43830207,1027,600,-6.15992103,-6.21816387,9.5001,Neutral
FGH,FG Group Holdings Inc.,19469600,15921810.5488,0.07873202,1.9,914,36992332.43243243,2.7027027,222,,,,,Sell
SURF,"Surface Oncology, Inc.",60716900,51568381.09249999,0.72652658,0.609,111604,36976573.43709678,-1.77419355,3993,7641,3.0483871,6.4516129,0.66,Sell
RPID,"Rapid Micro Biosystems, Inc.",41994279,18749899.8361,1.30525831,0.88,60647,36954970.21686747,6.02409639,300,,,,,Sell
SPI,"SPI Energy Co., Ltd.",30293000,21486885.486,0.51268946,1.2193,29791,36936209.17625,1.60833333,2901,,,,,Sell
IRNT,"IronNet, Inc.",111775000,61407284.825,1.03632176,0.3297,442852,36852360.37000001,-0.09090909,11146,19264,-3.06060606,1.51515152,0.335,Buy
OWLT,"Owlet, Inc.",117466000,88970627.85599999,0.93212008,0.3122,482245,36672864.01801261,-6.27439207,9814,32683,-2.43170219,-2.46172321,0.3249,Strong Sell
MBIO,"Mustang Bio, Inc.",8153345,5645727.9582,2.13708607,4.49,74062,36608520.99406881,6.52431791,264,,,,,Buy
AULT,"Ault Alliance, Inc.",415747000,355352264.804,1.0124311,0.0879,3700519,36544132.99322035,-0.6779661,75737,135928,0,1.8079096,0.0901,Sell
NERV,"Minerva Neurosciences, Inc",5340190,4450183.25422,1.1482706,6.8,735351,36313310.18739353,15.84327087,12232,228,0,0,5.87,Strong Buy
NCNA,NuCana plc,51872887,39678401.232492,0.16488778,0.71,8316,36311020,1.42857143,,,,,,Sell
KOSS,Koss Corporation,9189800,5067696.8304,0.70702978,3.9501,7155,36300608.08526448,-0.50125945,,,,,,Sell
SSKN,"Strata Skin Sciences, Inc.",34881500,21168012.6825,0.2560966,1.04,4229,36276711.93774911,-1.3095464,304,,,,,Buy
EVTV,"Envirotech Vehicles, Inc.",15021100,14726791.5877,0.52652038,2.41,7585,36200820.96526035,-2.42124868,203,,,,,Sell
VINC,"Vincerx Pharma, Inc.",21245800,14220939.9674,1.2588815,1.7,175831,36117931.52439025,3.65853659,456,6677,0.61585366,-2.43902439,1.6,Buy
WKSP,"Worksport, Ltd.",17159400,13035086.7318,1.08367593,2.1,79157,36034688,0,5808,1707,1.9047619,2.38095238,2.15,Buy
SNT,Senstar Technologies Ltd.,23310000,13420173.06,0.28244042,1.539,3054,35874068.36891774,3.0051536,,,,,,Strong Buy
SOBR,"SOBR Safe, Inc.",17209600,11789711.8336,0.1916384,2.08,95574,35795904.47290641,2.46305419,197,2577,3.9408867,0,2.03,Buy
TOI,"The Oncology Institute, Inc.",74551600,31060433.10800001,1.96922745,0.48,176915,35784744,0,2171,,,,,Sell
UBX,"Unity Biotechnology, Inc.",14359200,12437120.5656,0.91557507,2.49,183280,35754442.30897705,3.96659708,4330,1520,-0.20876827,-3.13152401,2.32,Buy
GRNA,"GreenLight Biosciences Holdings, PBC",151681000,83817858.833,1.27109371,0.2351,430026,35660274.30286202,0.42716788,12999,23809,2.52029047,6.74925246,0.2499,Sell
ICAD,icad inc.,25260600,23406901.3902,10.06765483,1.41,588540,35617413.06569343,2.91970803,21704,,,,,Neutral
UAVS,"AgEagle Aerial Systems, Inc.",91171400,81441223.50639999,0.37326302,0.39,385127,35556835.49222798,1.03626943,2587,20328,1.03626943,1.01036269,0.3899,Neutral
STSA,"Satsuma Pharmaceuticals, Inc.",33152500.00000001,28019863.1025,1.04984105,1.07,305448,35473172.02777778,-0.92592593,769,1436,0,-1.85185185,1.06,Buy
AMV,"Atlis Motor Vehicles, Inc.",66861770.00000001,32982317.416474,0.40900751,0.5297,199055,35416641.49056604,-0.05660377,22245,5059,-1.88679245,0,0.53,Sell
RMTI,"Rockwell Medical, Inc.",12552700,9847291.8852,0.70194417,2.82,146128,35398534.41114982,-1.74216028,372,600,1.04529617,1.04529617,2.9,Buy
SLNO,"Soleno Therapeutics, Inc.",8168790,4473703.19382,1.91834206,4.32,68128,35289162.51428572,2.85714286,,,,,,Strong Buy
FSI,Flexible Solutions International Inc.,12435500,6689888.6285,0.35158044,2.83,5359,35192556,0,128,,,,,Sell
TARA,"Protara Therapeutics, Inc.",11308000,8365907.176,0.28384764,3.11,10992,35167759.22330097,0.64724919,152,,,,,Sell
VNTR,Venator Materials PLC,108050000,54823489.5,0.4569238,0.3252,45043,35137855.16215413,-3.24308242,,4000,-6.27789348,-6.27789348,0.315,Strong Sell
AWRE,"Aware, Inc.",20955300,15095276.0868,0.8274009,1.67,5974,34995416.78787879,1.21212121,210,,,,,Sell
BURU,"Nuburu, Inc.",33585500,4658711.876,0.58005408,1.04,337187,34928966.35828428,9.33557611,59767,2068,-0.12615643,-0.01051304,0.9511,Sell
GETR,"Getaround, Inc.",26075000,12784676.8,0.05168257,0.3776,289943,34771662.34391388,4.2230196,30149,16652,2.98095501,-2.29091913,0.354,Sell
SFT,"Shift Technologies, Inc.",17213100,11386809.912,1.30997842,2.02,243831,34770456.41474656,-6.9124424,1760,1708,1.84331797,3.68663594,2.25,Buy
CTIB,Yunhong CTI Ltd.,19971800,9075006.1738,0.40114299,1.74,18306,34750856.25882353,2.35294118,256,800,4.11764706,10.58823529,1.88,Buy
COE,51Talk Online Education Group,3935142.95,2660546.213352,0.50982328,6.18,7746,34537750,1.31147541,,,,,,Buy
APCX,AppTech Payments Corp.,18438900,15566008.7466,0.52804567,1.87,140142,34480832.27135679,-6.03015075,1753,2590,-4.44723618,-1.00502513,1.97,Sell
WATT,Energous Corporation,91032000,87629405.904,0.92641064,0.378,258866,34410105.6923077,-3.07692308,3371,7219,-2.56410256,-2.56410256,0.38,Sell
CASI,"CASI Pharmaceuticals, Inc.",13321500,7093365.7125,0.59620409,2.58,7759,34369486.512,3.2,142,,,,,Neutral
LIZI,LIZHI INC.,40180352.5,39421466.182332,0.47952548,0.6599,72290,34268132,-0.36237355,,3000,1.14751623,1.14751623,0.6699,Sell
SYBX,"Synlogic, Inc.",68152500,43056704.925,48.6782671,0.502,9044865,34212537.96785714,-10.35714286,363168,4497053,14.28571429,21.71428571,0.6816,Strong Sell
COSM,Cosmos Health Inc.,10620700,9261717.7108,0.2525805,3.22,109352,34198557.98192772,-3.01204819,5028,5457,2.40963855,-1.20481928,3.28,Sell
AVTX,"Avalo Therapeutics, Inc.",13200500,11456159.529,0.10778549,2.59,3657,34189386.23863635,-1.89393939,353,,,,,Sell
ARVL,Arrival,15262200,8395934.6286,0.66949849,2.24,497411,34187283.01639345,-8.19672131,17374,58099,0.40983607,-2.45901639,2.38,Sell
USEG,U.S. Energy Corp.,25234700,4876176.7851,0.2860194,1.35,30613,34066808.27205882,-0.73529412,258,599,0,-0.73529412,1.35,Neutral
TORO,Toro Corp.,9461009,949771.771492,0.58664939,3.6,164938,34059610.31518625,3.15186246,2390,1000,0,0,3.49,Buy
BMTX,"BM Technologies, Inc.",11861500,8399045.1195,0.18236436,2.87,3691,34042530.44326242,1.77304965,165,,,,,Sell
KA,"Kineta, Inc.",8501370,5232805.76925,0.58048632,4,4574,34005468.22429907,-6.54205607,175,,,,,Sell
IDEX,"Ideanomics, Inc.",698586000,605073976.626,0.34916589,0.0483,83807794,33741719.20858896,-1.22699387,2742694,7574726,0.61349693,4.29447853,0.051,Neutral
CYN,Cyngn Inc.,33684864,14643820.92672,0.29726068,0.9999,28351,33716220.67231579,5.25263158,965,1348,6.31578947,7.36842105,1.02,Sell
TEDU,"Tarena International, Inc.",9313578.4,8995445.189013,0.13582321,3.2,5319,33662495,2.23642173,,,,,,Sell
BIOR,"Biora Therapeutics, Inc.",11828500,11296844.4105,2.71659694,2.84,196307,33592807.60902255,6.76691729,1525,190,-0.37593985,-0.37593985,2.65,Buy
RMCF,"Rocky Mountain Chocolate Factory, Inc.",6250300,4806386.9455,0.39897323,5.36,2176,33501593.11111111,-0.74074074,255,,,,,Sell
IDAI,T Stamp Inc.,24271512,17685874.106016,0.47311708,1.38,231320,33494675.18796992,3.7593985,2037,1406,2.2556391,0,1.33,Sell
MOXC,Moxian (BVI) Inc,,,0.1692261,0.94,2064,33421395.37967914,0.53475936,,,,,,Sell
QBTS,D-Wave Quantum Inc.,80390700,73161244.73969999,0.82984782,0.4153,700901,33386247.25768492,-0.26416907,4850,40374,3.67435159,5.66762728,0.44,Sell
SFE,"Safeguard Scientifics, Inc.",16268300,13130860.7352,0.12779055,2.04,1067,33187267.68472907,0.49261084,212,,,,,Buy
PIXY,"ShiftPixy, Inc.",10055500,9210697.223,0.59771251,3.3,15244,33183197.73584906,3.77358491,163,,,,,Neutral
SATX,SatixFy Communications Ltd.,80672674,29638414.373534,0.50194516,0.41,524136,33109982.45238095,-2.38095238,18727,50332,-0.71428571,-0.69047619,0.4171,Sell
BTCY,"Biotricity, Inc.",52514618,42297728.41310001,0.35770974,0.63,44892,33084185.203125,-1.5625,1215,,,,,Buy
PLUR,Pluri Inc.,39807200,35709327.41040001,1.09904686,0.83,36622,33039952.54347826,-9.7826087,,,,,,Strong Sell
PATI,"Patriot Transportation Holding, Inc.",3501290,2335426.95451,4.5909042,9.3999,17080,32911766.10588969,4.6747809,,,,,,Buy
RVYL,Ryvyl Inc.,51343800,30778965.0984,1.70642516,0.64,221466,32860043.37565347,-4.40627334,14151,,,,,Sell
NICK,"Nicholas Financial, Inc.",7300000,6613281.7,1.09821647,4.5,6293,32849998.98876405,1.12359551,,,,,,Sell
SNCE,"Science 37 Holdings, Inc.",116729000,77534670.212,0.8972477,0.2806,203176,32754278.52370991,-2.16178522,6846,,,,,Sell
IMMX,"Immix Biopharma, Inc.",13228689,5586660.566346,0.08126908,2.34,70449,32640242.35443038,-1.26582278,240,,,,,Neutral
LIDR,"AEye, Inc.",168762000,96938917.944,0.62530453,0.193,704428,32571114.61832061,-7.91984733,27216,7646,0,0.14312977,0.2099,Sell
APWC,Asia Pacific Wire & Cable Corporation Limited,20616200,3925530.642,0.13465414,1.575,2599,32470556.34375,-1.5625,,,,,,Neutral
APRN,"Blue Apron Holdings, Inc.",69291500,26243601.293,1.83907062,0.4679,2905777,32421492.05758119,-6.77425782,34853,22394,0.19924288,-0.37856147,0.5,Sell
MDIA,Mediaco Holding Inc.,26155997,19759176.424,0.28324972,1.235,1389,32302671.32083334,2.91666667,,,,,,Buy
UTSI,UTStarcom Holdings Corp,9073930,2995875.95059,0.41977218,3.55,597,32212437.28116711,-5.83554377,,,,,,Strong Sell
KAVL,"Kaival Brands Innovations Group, Inc.",56169100,13975602.2783,1.5225872,0.5734,25174,32207357.63351878,-0.31293463,1423,,,,,Sell
MIRO,Miromatrix Medical Inc.,27233300,26150858.0249,3.07645868,1.18,50449,32135249.49122808,3.50877193,448,,,,,Sell
OCC,Optical Cable Corporation,7868570,5178864.58547,0.19836995,4.08,976,32103758.58595642,-1.44927536,118,,,,,Sell
GBRG,Goldenbridge Acquisition Limited,3561860,1483112.19982,0.29011271,9,6283,32056765.40948277,-3.01724138,,276,5.49568966,5.49568966,9.79,Neutral
NOVN,"Novan, Inc.",28015400,27887733.8222,0.99147592,1.14,84270,31937524.16216216,2.7027027,566,,,,,Sell
ANY,Sphere 3D Corp.,73929000,71613100.146,0.9720247,0.4299,510965,31782082.85992693,4.72594397,905,572,-0.14616322,2.28989038,0.4199,Buy
ZEV,"Lightning eMotors, Inc",5652450,3323227.97115,0.89988488,5.61,227863,31710233.43396227,-3.77358491,3759,3221,-0.17152659,-3.43053173,5.63,Buy
COEP,"Coeptis Therapeutics Holdings, Inc.",20441000,9767895.378,0.75291231,1.54,65847,31479192.62411348,-0.70921986,,700,0.58027079,0.58027079,1.56,Buy
GTIM,Good Times Restaurants Inc.,11854700,9074061.568,0.48703914,2.65,3568,31414977.07474528,3.05670063,157,,,,,Neutral
BBGI,"Beasley Broadcast Group, Inc.",29788743,9430033.424,0.5503597,1.05,23203,31278160,0,142,,,,,Buy
GURE,"Gulf Resources, Inc.",10431900,6986942.3673,0.6698393,2.995,28390,31243612.29794521,2.56849315,,,,,,Buy
UPH,"UpHealth, Inc.",16784500,6619269.696,0.61276963,1.86,9366,31219127.15183247,-2.61780105,249,,,,,Buy
BMR,Beamr Imaging Ltd.,20378200,6221444.0818,0.39058857,1.52,4942,30974891.08910892,0.330033,,,,,,Sell
AXLA,Axcella Health Inc.,73683000,26515122.282,0.81988691,0.42,41239,30946869.45,5,9573,,,,,Buy
PNBK,Patriot National Bancorp Inc.,3965190,2101812.40254,0.89716493,7.75,2462,30730192,-2.51572327,,,,,,Strong Sell
PMD,Psychemedics Corporation,5684650,4552034.64935,0.09429626,5.38,677,30583400.46927374,0.18621974,,178,-2.02979516,-2.02979516,5.261,Sell
TLIS,Talis Biomedical Corporation,56732174,24142045.831,0.55536322,0.539,34168,30578650.94930701,2.33529523,279,,,,,Buy
